學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),外國學生小計,外國學生數男,外國學生女,外國學生數之在學比率(%)
110,私立,一般大學,1004,中原大學,05331024,物理學系,碩士班(日間),3,0,3,15.79
110,私立,一般大學,1004,中原大學,05331024,物理學系,博士班,4,1,3,23.53
110,私立,一般大學,1004,中原大學,05411027,應用數學系,學士班(日間),2,2,0,0.47
110,私立,一般大學,1004,中原大學,05411027,應用數學系,博士班,3,2,1,37.50
110,私立,一般大學,1004,中原大學,06131028,資訊管理學系,學士班(日間),7,5,2,1.48
110,私立,一般大學,1004,中原大學,07111037,化學工程學系,學士班(日間),2,1,1,0.29
110,私立,一般大學,1004,中原大學,07111037,化學工程學系,碩士班(日間),3,2,1,3.16
110,私立,一般大學,1004,中原大學,07121042,環境工程學系,學士班(日間),1,1,0,0.45
110,私立,一般大學,1004,中原大學,07121042,環境工程學系,碩士班(日間),17,7,10,35.42
110,私立,一般大學,1004,中原大學,07141029,電機工程學系,學士班(日間),2,2,0,0.41
110,私立,一般大學,1004,中原大學,07141029,電機工程學系,博士班,12,12,0,50.00
110,私立,一般大學,1004,中原大學,07141029,電機工程學系國際碩士班,碩士班(日間),6,3,3,100.00
110,私立,一般大學,1004,中原大學,07141030,電子工程學系,碩士班(日間),2,1,1,1.65
110,私立,一般大學,1004,中原大學,07141030,電子工程學系,博士班,2,1,1,13.33
110,私立,一般大學,1004,中原大學,07141031,資訊工程學系,學士班(日間),3,2,1,0.58
110,私立,一般大學,1004,中原大學,07141031,資訊工程學系資訊科技與雲端運算國際碩士班,碩士班(日間),1,1,0,100.00
110,私立,一般大學,1004,中原大學,07151034,機械工程學系,學士班(日間),4,4,0,0.58
110,私立,一般大學,1004,中原大學,07151034,機械工程學系,碩士班(日間),5,4,1,5.49
110,私立,一般大學,1004,中原大學,07151034,機械工程學系,博士班,2,2,0,6.90
110,私立,一般大學,1004,中原大學,07191041,工業與系統工程學系,博士班,11,7,4,26.19
110,私立,一般大學,1004,中原大學,07191041,工業與系統工程學系國際碩士班,碩士班(日間),6,3,3,100.00
110,私立,一般大學,1004,中原大學,07193043,生物醫學工程學系,碩士班(日間),1,1,0,1.79
110,私立,一般大學,1004,中原大學,07193043,生物醫學工程學系,博士班,3,1,2,16.67
110,私立,一般大學,1004,中原大學,07311046,建築學系,學士班(日間),3,1,2,0.96
110,私立,一般大學,1004,中原大學,07312059,地景建築學系,學士班(日間),4,1,3,1.72
110,私立,一般大學,1004,中原大學,07321035,土木工程學系,學士班(日間),2,1,1,0.31
110,私立,一般大學,1004,中原大學,07321035,土木工程學系,碩士班(日間),2,2,0,6.06
110,私立,一般大學,1004,中原大學,07321035,土木工程學系,博士班,21,11,10,80.77
110,私立,一般大學,1004,中原大學,99999061,全校外籍生大一不分系學士學位學程,學士班(日間),30,17,13,100.00
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01114093,教育學院教育領導與科技管理博士班,博士班,2,2,0,6.45
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01116092,教育科技學系,學士班(日間),1,0,1,0.21
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01116092,教育科技學系,碩士班(日間),1,0,1,3.85
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01199108,教育與未來設計學系未來學碩士班,碩士班(日間),1,1,0,11.11
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02221078,歷史學系,學士班(日間),2,2,0,0.39
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311082,日本語文學系,學士班(日間),16,9,7,1.64
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311082,日本語文學系,碩士班(日間),2,1,1,4.55
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311084,西班牙語文學系,學士班(日間),3,1,2,0.54
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311085,德國語文學系,學士班(日間),1,1,0,0.35
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311086,法國語文學系,學士班(日間),1,0,1,0.19
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311088,英文學系,學士班(日間),11,4,7,1.43
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311088,英文學系,碩士班(日間),1,0,1,3.13
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311088,英文學系,博士班,4,2,2,17.39
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311088,英文學系全英語學士班,學士班(日間),3,1,2,2.14
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02322090,中國文學學系,學士班(日間),6,1,5,1.06
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02322090,中國文學學系,博士班,2,1,1,6.45
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111075,產業經濟學系,學士班(日間),1,1,0,0.22
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111076,經濟學系,學士班(日間),6,6,0,0.87
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03121074,全球政治經濟學系全英語學士班,學士班(日間),14,7,7,8.92
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03122059,外交與國際關係學系全英語學士班,學士班(日間),101,35,66,37.69
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03122060,國際事務與戰略研究所,碩士班(日間),6,3,3,15.79
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03122060,國際事務與戰略研究所,博士班,6,5,1,9.84
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03131096,教育心理與諮商研究所,碩士班(日間),1,0,1,0.90
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143063,臺灣與亞太研究全英語碩士學位學程,碩士班(日間),5,3,2,100.00
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143067,中國大陸研究所,碩士班(日間),2,1,1,8.33
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143068,歐洲研究所,碩士班(日間),1,0,1,4.35
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143073,日本政經研究所,碩士班(日間),2,1,1,8.00
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03211055,大眾傳播學系,學士班(日間),15,3,12,5.34
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03211055,大眾傳播學系,碩士班(日間),2,0,2,5.56
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03214054,資訊傳播學系,學士班(日間),2,0,2,0.45
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03222052,資訊與圖書館學系,碩士班(日間),1,0,1,4.35
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04111051,會計學系,學士班(日間),8,1,7,1.07
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121035,商管學院全球財務管理全英語學士學位學程,學士班(日間),56,29,27,27.05
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121037,財務金融學系,學士班(日間),16,6,10,2.52
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121037,財務金融學系全球財務管理全英語學士班,學士班(日間),13,7,6,21.67
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121037,淡江大學暨澳洲昆士蘭理工大學財金全英語雙碩士學位學程,碩士班(日間),3,1,2,20.00
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04123104,風險管理與保險學系,學士班(日間),1,1,0,0.23
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131040,國際企業學系,學士班(日間),206,83,123,25.78
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131040,國際企業學系,碩士班(日間),3,2,1,6.12
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131045,商管學院經營管理全英語碩士學位學程,碩士班(日間),15,8,7,100.00
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131047,管理科學學系,學士班(日間),1,0,1,0.22
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131047,管理科學學系,博士班,2,0,2,3.85
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131047,管理科學學系經營管理全英語碩士班,碩士班(日間),13,5,8,76.47
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131049,企業管理學系,學士班(日間),30,14,16,4.65
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131049,企業管理學系,碩士班(日間),4,1,3,7.41
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04134061,公共行政學系,學士班(日間),2,1,1,0.43
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05311031,化學學系,學士班(日間),1,1,0,0.23
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05331030,物理學系,博士班,1,1,0,16.67
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05399106,理學院應用科學博士班,博士班,2,1,1,33.33
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05411026,數學學系,學士班(日間),1,1,0,0.25
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131018,資訊工程學系,學士班(日間),14,10,4,1.72
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131018,資訊工程學系,博士班,1,0,1,5.56
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131018,資訊工程學系全英語碩士班,碩士班(日間),3,3,0,27.27
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131018,資訊工程學系全英語學士班,學士班(日間),38,28,10,15.38
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131023,資訊管理學系,學士班(日間),2,2,0,0.27
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131023,資訊管理學系,碩士班(日間),2,1,1,5.88
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07111010,化學工程與材料工程學系,碩士班(日間),1,0,1,1.82
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07122009,水資源及環境工程學系,學士班(日間),4,3,1,0.82
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07122009,水資源及環境工程學系,博士班,4,3,1,57.14
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07141019,電機工程學系,學士班(日間),1,1,0,0.12
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07141019,電機工程學系,碩士班(日間),1,0,1,1.15
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07141019,電機工程學系,博士班,1,1,0,5.26
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07141019,電機工程學系人工智慧機器人碩士班,碩士班(日間),1,1,0,3.13
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07151015,機械與機電工程學系,學士班(日間),3,3,0,0.58
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07151015,機械與機電工程學系,碩士班(日間),3,3,0,6.98
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07151015,機械與機電工程學系,博士班,3,2,1,50.00
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07162017,航空太空工程學系,學士班(日間),4,3,1,0.76
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07162017,航空太空工程學系,碩士班(日間),1,1,0,3.03
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07311007,建築學系,學士班(日間),1,0,1,0.29
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07321012,土木工程學系,學士班(日間),1,1,0,0.18
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07321012,土木工程學系,碩士班(日間),2,2,0,6.67
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07321012,土木工程學系,博士班,1,1,0,7.69
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10151005,國際觀光管理學系全英語學士班,學士班(日間),26,7,19,7.28
110,私立,一般大學,1006,中國文化大學,01141023,體育學系,學士班(日間),3,3,0,0.63
110,私立,一般大學,1006,中國文化大學,01141023,體育學系運動教練博士班,博士班,1,1,0,1.52
110,私立,一般大學,1006,中國文化大學,02111121,科技藝術碩士學位學程,碩士班(日間),1,0,1,9.09
110,私立,一般大學,1006,中國文化大學,02131059,美術學系,學士班(日間),7,3,4,2.69
110,私立,一般大學,1006,中國文化大學,02131059,美術學系,碩士班(日間),2,0,2,3.51
110,私立,一般大學,1006,中國文化大學,02151007,中國音樂學系,學士班(日間),3,2,1,2.01
110,私立,一般大學,1006,中國文化大學,02151040,音樂學系,學士班(日間),6,2,4,2.99
110,私立,一般大學,1006,中國文化大學,02151040,音樂學系,碩士班(日間),1,1,0,1.45
110,私立,一般大學,1006,中國文化大學,02152009,舞蹈學系,學士班(日間),1,0,1,0.74
110,私立,一般大學,1006,中國文化大學,02152043,戲劇學系,學士班(日間),10,6,4,3.60
110,私立,一般大學,1006,中國文化大學,02221098,史學系,學士班(日間),1,0,1,0.45
110,私立,一般大學,1006,中國文化大學,02221098,史學系,碩士班(日間),1,1,0,3.03
110,私立,一般大學,1006,中國文化大學,02221098,史學系,博士班,1,1,0,2.00
110,私立,一般大學,1006,中國文化大學,02231081,哲學系,博士班,1,0,1,4.17
110,私立,一般大學,1006,中國文化大學,02311010,韓國語文學系,學士班(日間),29,4,25,7.34
110,私立,一般大學,1006,中國文化大學,02311010,韓國語文學系,碩士班(日間),6,0,6,12.77
110,私立,一般大學,1006,中國文化大學,02311047,俄國語文學系,學士班(日間),2,1,1,1.22
110,私立,一般大學,1006,中國文化大學,02311052,英國語文學系,學士班(日間),7,3,4,1.54
110,私立,一般大學,1006,中國文化大學,02311052,英國語文學系,碩士班(日間),1,1,0,25.00
110,私立,一般大學,1006,中國文化大學,02311077,日本語文學系,學士班(日間),24,10,14,4.30
110,私立,一般大學,1006,中國文化大學,02311089,法國語文學系,學士班(日間),3,1,2,1.35
110,私立,一般大學,1006,中國文化大學,02322001,中國文學系,學士班(日間),1,1,0,0.15
110,私立,一般大學,1006,中國文化大學,02322001,中國文學系,碩士班(日間),5,2,3,9.80
110,私立,一般大學,1006,中國文化大學,02322001,中國文學系,博士班,3,0,3,5.56
110,私立,一般大學,1006,中國文化大學,03111099,經濟學系,學士班(日間),1,1,0,0.24
110,私立,一般大學,1006,中國文化大學,03121011,國家發展與中國大陸研究所,碩士班(日間),8,5,3,18.18
110,私立,一般大學,1006,中國文化大學,03121011,國家發展與中國大陸研究所,博士班,1,0,1,1.20
110,私立,一般大學,1006,中國文化大學,03121061,政治學系,學士班(日間),3,1,2,1.32
110,私立,一般大學,1006,中國文化大學,03121061,政治學系,碩士班(日間),1,1,0,4.35
110,私立,一般大學,1006,中國文化大學,03131004,心理輔導學系,學士班(日間),4,0,4,1.53
110,私立,一般大學,1006,中國文化大學,03211036,大眾傳播學系,學士班(日間),10,2,8,1.68
110,私立,一般大學,1006,中國文化大學,03212033,新聞學系,學士班(日間),4,2,2,0.79
110,私立,一般大學,1006,中國文化大學,03212033,新聞學系,碩士班(日間),1,0,1,3.33
110,私立,一般大學,1006,中國文化大學,03214101,資訊傳播學系,學士班(日間),5,2,3,1.01
110,私立,一般大學,1006,中國文化大學,04111065,會計學系,學士班(日間),2,1,1,0.45
110,私立,一般大學,1006,中國文化大學,04121037,財務金融學系,學士班(日間),1,1,0,0.14
110,私立,一般大學,1006,中國文化大學,04121037,財務金融學系,碩士班(日間),2,1,1,11.76
110,私立,一般大學,1006,中國文化大學,04131015,國際企業管理學系,學士班(日間),9,7,2,1.29
110,私立,一般大學,1006,中國文化大學,04131015,國際企業管理學系,碩士班(日間),1,1,0,2.04
110,私立,一般大學,1006,中國文化大學,04131015,國際企業管理學系,博士班,10,3,7,10.87
110,私立,一般大學,1006,中國文化大學,04134012,行政管理學系,學士班(日間),1,0,1,0.23
110,私立,一般大學,1006,中國文化大學,04141041,國際貿易學系,學士班(日間),11,7,4,1.65
110,私立,一般大學,1006,中國文化大學,04143013,廣告學系,學士班(日間),5,2,3,0.97
110,私立,一般大學,1006,中國文化大學,04143027,行銷碩士學位學程,碩士班(日間),2,1,1,5.00
110,私立,一般大學,1006,中國文化大學,04191014,全球商務碩士學位學程,碩士班(日間),38,21,17,88.37
110,私立,一般大學,1006,中國文化大學,04191014,全球商務學士學位學程,學士班(日間),64,33,31,25.60
110,私立,一般大學,1006,中國文化大學,04211020,法律學系,碩士班(日間),2,0,2,0.63
110,私立,一般大學,1006,中國文化大學,04212020,法律學系,學士班(日間),1,0,1,0.08
110,私立,一般大學,1006,中國文化大學,05191057,保健營養學系,學士班(日間),1,0,1,0.44
110,私立,一般大學,1006,中國文化大學,05411114,應用數學系,學士班(日間),1,0,1,0.33
110,私立,一般大學,1006,中國文化大學,06131021,資訊工程學系,學士班(日間),2,2,0,0.43
110,私立,一般大學,1006,中國文化大學,06131021,資訊工程學系,碩士班(日間),1,1,0,8.33
110,私立,一般大學,1006,中國文化大學,06132006,資訊管理學系,學士班(日間),1,0,1,0.15
110,私立,一般大學,1006,中國文化大學,07111028,化學工程與材料工程學系,學士班(日間),1,1,0,0.26
110,私立,一般大學,1006,中國文化大學,07141085,電機工程學系,學士班(日間),1,1,0,0.30
110,私立,一般大學,1006,中國文化大學,07151107,機械工程學系,學士班(日間),2,2,0,0.51
110,私立,一般大學,1006,中國文化大學,07311068,建築及都市設計學系,學士班(日間),3,3,0,1.08
110,私立,一般大學,1006,中國文化大學,07312103,景觀學系,學士班(日間),1,1,0,0.47
110,私立,一般大學,1006,中國文化大學,08192102,生物科技研究所,碩士班(日間),1,0,1,3.45
110,私立,一般大學,1006,中國文化大學,10111090,生活應用科學系,學士班(日間),28,22,6,10.77
110,私立,一般大學,1006,中國文化大學,10142093,運動與健康促進學系,學士班(日間),2,2,0,0.78
110,私立,一般大學,1006,中國文化大學,10151005,觀光事業學系,學士班(日間),69,33,36,12.50
110,私立,一般大學,1006,中國文化大學,10151005,觀光事業學系,碩士班(日間),5,0,5,23.81
110,私立,一般大學,1006,中國文化大學,10413119,航空管理碩士學位學程,碩士班(日間),1,0,1,20.00
110,私立,一般大學,1007,逢甲大學,02122006,創新設計學士學位學程,學士班(日間),1,1,0,5.56
110,私立,一般大學,1007,逢甲大學,02311002,外國語文學系,學士班(日間),20,5,15,4.32
110,私立,一般大學,1007,逢甲大學,02311002,外國語文學系英語文研究碩士班,碩士班(日間),10,5,5,32.26
110,私立,一般大學,1007,逢甲大學,02322001,中國文學系,學士班(日間),11,6,5,4.62
110,私立,一般大學,1007,逢甲大學,02322001,中國文學系,碩士班(日間),6,4,2,28.57
110,私立,一般大學,1007,逢甲大學,03111009,經濟學系,學士班(日間),3,2,1,0.70
110,私立,一般大學,1007,逢甲大學,03111009,經濟學系,碩士班(日間),1,0,1,3.70
110,私立,一般大學,1007,逢甲大學,03111009,經濟學系,博士班,3,3,0,75.00
110,私立,一般大學,1007,逢甲大學,03111012,合作經濟暨社會事業經營學系,學士班(日間),7,5,2,2.98
110,私立,一般大學,1007,逢甲大學,04111017,會計學系,學士班(日間),1,0,1,0.13
110,私立,一般大學,1007,逢甲大學,04111017,會計學系,碩士班(日間),2,1,1,4.35
110,私立,一般大學,1007,逢甲大學,04121025,財務金融學系,學士班(日間),20,5,15,2.73
110,私立,一般大學,1007,逢甲大學,04121025,財務金融學系,碩士班(日間),1,1,0,2.50
110,私立,一般大學,1007,逢甲大學,04121026,金融博士學位學程,博士班,3,1,2,7.32
110,私立,一般大學,1007,逢甲大學,04121028,財務工程與精算學士學位學程,學士班(日間),16,6,10,7.41
110,私立,一般大學,1007,逢甲大學,04131019,企業管理學系,學士班(日間),35,16,19,6.35
110,私立,一般大學,1007,逢甲大學,04131019,企業管理學系,碩士班(日間),1,0,1,2.17
110,私立,一般大學,1007,逢甲大學,04131021,國際企業管理全英語學士學位學程,學士班(日間),20,7,13,31.25
110,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系,學士班(日間),46,23,23,5.97
110,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系,碩士班(日間),30,7,23,56.60
110,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系國際企業管理全英語學士班,學士班(日間),57,22,35,29.53
110,私立,一般大學,1007,逢甲大學,04143033,行銷學系,學士班(日間),44,17,27,7.96
110,私立,一般大學,1007,逢甲大學,04143033,行銷學系全球行銷碩士班,碩士班(日間),2,0,2,6.67
110,私立,一般大學,1007,逢甲大學,04191014,商學博士學位學程,博士班,15,7,8,12.30
110,私立,一般大學,1007,逢甲大學,04199035,澳洲墨爾本皇家理工大學商學與創新雙學士學位學程,學士班(日間),3,2,1,3.37
110,私立,一般大學,1007,逢甲大學,05411039,應用數學系,學士班(日間),1,1,0,0.25
110,私立,一般大學,1007,逢甲大學,05421040,統計學系,學士班(日間),2,1,1,0.48
110,私立,一般大學,1007,逢甲大學,05421040,統計學系應用統計博士班,博士班,3,3,0,100.00
110,私立,一般大學,1007,逢甲大學,06131048,美國加州舊金山州立大學資訊工程雙學士學位學程,學士班(日間),2,2,0,3.92
110,私立,一般大學,1007,逢甲大學,06131048,資訊工程學系,學士班(日間),42,37,5,4.03
110,私立,一般大學,1007,逢甲大學,06131048,資訊工程學系,碩士班(日間),8,7,1,7.02
110,私立,一般大學,1007,逢甲大學,06131048,資訊工程學系,博士班,3,2,1,10.71
110,私立,一般大學,1007,逢甲大學,06131055,智慧聯網產業博士學位學程,博士班,1,1,0,50.00
110,私立,一般大學,1007,逢甲大學,07111068,化學工程學系,學士班(日間),4,2,2,0.84
110,私立,一般大學,1007,逢甲大學,07112069,材料科學與工程學系,碩士班(日間),1,1,0,1.27
110,私立,一般大學,1007,逢甲大學,07112069,材料科學與工程學系,博士班,1,1,0,16.67
110,私立,一般大學,1007,逢甲大學,07121075,環境工程與科學學系,學士班(日間),4,2,2,0.95
110,私立,一般大學,1007,逢甲大學,07121075,環境工程與科學學系,碩士班(日間),1,0,1,1.96
110,私立,一般大學,1007,逢甲大學,07121075,環境工程與科學學系,博士班,5,3,2,33.33
110,私立,一般大學,1007,逢甲大學,07132079,綠色能源科技碩士學位學程,碩士班(日間),3,0,3,23.08
110,私立,一般大學,1007,逢甲大學,07141044,電機工程學系,學士班(日間),1,1,0,0.17
110,私立,一般大學,1007,逢甲大學,07141045,電機與通訊工程博士學位學程,博士班,5,4,1,14.71
110,私立,一般大學,1007,逢甲大學,07141050,通訊工程學系,學士班(日間),2,2,0,0.41
110,私立,一般大學,1007,逢甲大學,07141050,通訊工程學系,碩士班(日間),1,1,0,2.04
110,私立,一般大學,1007,逢甲大學,07141052,自動控制工程學系,碩士班(日間),3,3,0,5.08
110,私立,一般大學,1007,逢甲大學,07141101,光電科學與工程學系,學士班(日間),1,1,0,0.23
110,私立,一般大學,1007,逢甲大學,07151060,機械與航空工程博士學位學程,博士班,3,2,1,8.33
110,私立,一般大學,1007,逢甲大學,07151061,機械與電腦輔助工程學系,學士班(日間),12,12,0,2.07
110,私立,一般大學,1007,逢甲大學,07151061,機械與電腦輔助工程學系機械工程碩士班,碩士班(日間),2,2,0,3.45
110,私立,一般大學,1007,逢甲大學,07162059,航太與系統工程學系,學士班(日間),5,4,1,1.00
110,私立,一般大學,1007,逢甲大學,07162059,航太與系統工程學系,碩士班(日間),1,1,0,1.96
110,私立,一般大學,1007,逢甲大學,07191072,工業工程與系統管理學系,學士班(日間),5,2,3,1.20
110,私立,一般大學,1007,逢甲大學,07191072,工業工程與系統管理學系,碩士班(日間),1,1,0,2.04
110,私立,一般大學,1007,逢甲大學,07199080,電聲碩士學位學程,碩士班(日間),1,1,0,5.26
110,私立,一般大學,1007,逢甲大學,07311081,建築碩士學位學程,碩士班(日間),2,1,1,3.33
110,私立,一般大學,1007,逢甲大學,07311081,建築學士學位學程,學士班(日間),2,0,2,0.57
110,私立,一般大學,1007,逢甲大學,07313087,都市計畫與空間資訊學系,學士班(日間),2,2,0,0.49
110,私立,一般大學,1007,逢甲大學,07313087,都市計畫與空間資訊學系,碩士班(日間),1,1,0,2.94
110,私立,一般大學,1007,逢甲大學,07321063,土木工程學系,學士班(日間),3,3,0,0.70
110,私立,一般大學,1007,逢甲大學,07321063,土木工程學系,碩士班(日間),1,1,0,2.86
110,私立,一般大學,1007,逢甲大學,07321100,土木水利工程與建設規劃博士學位學程,博士班,4,3,1,6.90
110,私立,一般大學,1007,逢甲大學,07399102,智慧城市碩士學位學程,碩士班(日間),5,2,3,23.81
110,私立,一般大學,1007,逢甲大學,10411093,運輸與物流學系,學士班(日間),15,8,7,3.14
110,私立,一般大學,1007,逢甲大學,99999094,全校國際生大一不分系學士班,學士班(日間),34,16,18,100.00
110,私立,一般大學,1008,靜宜大學,02311004,英國語文學系,學士班(日間),15,1,14,2.99
110,私立,一般大學,1008,靜宜大學,02311004,英國語文學系,碩士班(日間),3,1,2,13.64
110,私立,一般大學,1008,靜宜大學,02311005,西班牙語文學系,學士班(日間),5,0,5,1.19
110,私立,一般大學,1008,靜宜大學,02311006,日本語文學系,學士班(日間),3,1,2,0.50
110,私立,一般大學,1008,靜宜大學,02311007,寰宇外語教育學士學位學程,學士班(日間),11,3,8,7.64
110,私立,一般大學,1008,靜宜大學,02321002,台灣文學系,學士班(日間),1,1,0,0.45
110,私立,一般大學,1008,靜宜大學,02321002,台灣文學系,碩士班(日間),1,0,1,5.26
110,私立,一般大學,1008,靜宜大學,03211008,大眾傳播學系,學士班(日間),16,2,14,5.52
110,私立,一般大學,1008,靜宜大學,04111011,會計學系,學士班(日間),3,2,1,0.46
110,私立,一般大學,1008,靜宜大學,04121019,財務金融學系,學士班(日間),2,0,2,0.29
110,私立,一般大學,1008,靜宜大學,04131010,寰宇管理碩士學位學程,碩士班(日間),85,41,44,92.39
110,私立,一般大學,1008,靜宜大學,04131012,企業管理學系,學士班(日間),13,3,10,1.91
110,私立,一般大學,1008,靜宜大學,04131012,企業管理學系,碩士班(日間),1,0,1,9.09
110,私立,一般大學,1008,靜宜大學,04131015,國際企業學系,學士班(日間),30,14,16,4.25
110,私立,一般大學,1008,靜宜大學,04131015,國際企業學系,碩士班(日間),6,2,4,28.57
110,私立,一般大學,1008,靜宜大學,04131018,創新與創業管理碩士學位學程,碩士班(日間),2,1,1,20.00
110,私立,一般大學,1008,靜宜大學,04191010,寰宇管理學士學位學程,學士班(日間),46,18,28,25.27
110,私立,一般大學,1008,靜宜大學,04211020,法律學系,學士班(日間),1,0,1,0.18
110,私立,一般大學,1008,靜宜大學,04211020,法律學系,碩士班(日間),1,1,0,3.03
110,私立,一般大學,1008,靜宜大學,05191031,食品營養學系,學士班(日間),3,1,2,0.68
110,私立,一般大學,1008,靜宜大學,05191031,食品營養學系,碩士班(日間),3,0,3,8.82
110,私立,一般大學,1008,靜宜大學,05191031,食品營養學系,博士班,3,3,0,10.71
110,私立,一般大學,1008,靜宜大學,06131027,資訊管理學系,學士班(日間),4,2,2,0.80
110,私立,一般大學,1008,靜宜大學,06132009,資訊傳播工程學系,學士班(日間),16,16,0,3.03
110,私立,一般大學,1008,靜宜大學,07141030,資訊工程學系,學士班(日間),6,5,1,1.19
110,私立,一般大學,1008,靜宜大學,07141042,國際資訊學士學位學程,學士班(日間),12,7,5,100.00
110,私立,一般大學,1008,靜宜大學,09161035,化粧品科學系,學士班(日間),38,6,32,7.84
110,私立,一般大學,1008,靜宜大學,09161035,化粧品科學系,碩士班(日間),2,0,2,7.69
110,私立,一般大學,1008,靜宜大學,09161035,化粧品科學系,博士班,2,0,2,20.00
110,私立,一般大學,1008,靜宜大學,09231032,社會工作與兒童少年福利學系,學士班(日間),2,0,2,0.35
110,私立,一般大學,1008,靜宜大學,09231032,社會工作與兒童少年福利學系,碩士班(日間),2,0,2,4.44
110,私立,一般大學,1008,靜宜大學,10151034,觀光事業學系,學士班(日間),106,56,50,14.04
110,私立,一般大學,1008,靜宜大學,10151034,觀光事業學系,碩士班(日間),9,4,5,37.50
