學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),外國學生小計,外國學生數男,外國學生女,外國學生數之在學比率(%)
106,公立,一般大學,0001,國立政治大學,01111001,教育學系,學士班(日間),8,3,5,3.35
106,公立,一般大學,0001,國立政治大學,01111001,教育學系,碩士班(日間),3,0,3,6.52
106,公立,一般大學,0001,國立政治大學,01111001,教育學系,博士班,2,1,1,2.11
106,公立,一般大學,0001,國立政治大學,01114005,教育行政與政策研究所,碩士班(日間),1,1,0,2.13
106,公立,一般大學,0001,國立政治大學,01121004,幼兒教育研究所,碩士班(日間),2,0,2,5.00
106,公立,一般大學,0001,國立政治大學,01131002,華語文教學博士學位學程,博士班,5,0,5,26.32
106,公立,一般大學,0001,國立政治大學,01131002,華語文教學碩士學位學程,碩士班(日間),10,4,6,17.54
106,公立,一般大學,0001,國立政治大學,02211019,宗教研究所,碩士班(日間),4,3,1,10.81
106,公立,一般大學,0001,國立政治大學,02211019,宗教研究所,博士班,2,1,1,5.88
106,公立,一般大學,0001,國立政治大學,02221020,歷史學系,學士班(日間),1,1,0,0.58
106,公立,一般大學,0001,國立政治大學,02221020,歷史學系,博士班,4,3,1,11.11
106,公立,一般大學,0001,國立政治大學,02221021,台灣史研究所,碩士班(日間),2,1,1,3.57
106,公立,一般大學,0001,國立政治大學,02221021,台灣史研究所,博士班,1,1,0,5.26
106,公立,一般大學,0001,國立政治大學,02222031,民族學系,學士班(日間),3,2,1,1.66
106,公立,一般大學,0001,國立政治大學,02222031,民族學系,碩士班(日間),1,0,1,3.23
106,公立,一般大學,0001,國立政治大學,02222031,民族學系,博士班,1,1,0,4.35
106,公立,一般大學,0001,國立政治大學,02231022,哲學系,學士班(日間),3,1,2,1.60
106,公立,一般大學,0001,國立政治大學,02231022,哲學系,碩士班(日間),3,2,1,6.12
106,公立,一般大學,0001,國立政治大學,02231022,哲學系,博士班,4,3,1,14.81
106,公立,一般大學,0001,國立政治大學,02311009,英國語文學系,碩士班(日間),1,1,0,1.54
106,公立,一般大學,0001,國立政治大學,02311011,日本語文學系,學士班(日間),7,7,0,3.74
106,公立,一般大學,0001,國立政治大學,02311011,日本語文學系,碩士班(日間),1,1,0,3.85
106,公立,一般大學,0001,國立政治大學,02311012,阿拉伯語文學系,學士班(日間),4,3,1,2.29
106,公立,一般大學,0001,國立政治大學,02311014,韓國語文學系,學士班(日間),5,0,5,3.29
106,公立,一般大學,0001,國立政治大學,02311014,韓國語文學系,碩士班(日間),2,0,2,9.52
106,公立,一般大學,0001,國立政治大學,02311015,土耳其語文學系,學士班(日間),4,4,0,3.05
106,公立,一般大學,0001,國立政治大學,02311016,歐洲語文學系,學士班(日間),2,0,2,0.68
106,公立,一般大學,0001,國立政治大學,02311017,斯拉夫語文學系,學士班(日間),3,3,0,1.22
106,公立,一般大學,0001,國立政治大學,02321007,台灣文學研究所,碩士班(日間),1,1,0,2.63
106,公立,一般大學,0001,國立政治大學,02321007,台灣文學研究所,博士班,1,1,0,7.14
106,公立,一般大學,0001,國立政治大學,02322008,中國文學系,學士班(日間),2,0,2,0.56
106,公立,一般大學,0001,國立政治大學,02322008,中國文學系,碩士班(日間),3,0,3,2.86
106,公立,一般大學,0001,國立政治大學,02322008,中國文學系,博士班,6,3,3,8.57
106,公立,一般大學,0001,國立政治大學,02399018,語言學研究所,碩士班(日間),1,0,1,3.23
106,公立,一般大學,0001,國立政治大學,03111024,經濟學系,學士班(日間),11,6,5,2.61
106,公立,一般大學,0001,國立政治大學,03111024,經濟學系,碩士班(日間),1,1,0,1.30
106,公立,一般大學,0001,國立政治大學,03111025,應用經濟與社會發展英語碩士學位學程,碩士班(日間),9,4,5,31.03
106,公立,一般大學,0001,國立政治大學,03121026,政治學系,學士班(日間),8,3,5,3.67
106,公立,一般大學,0001,國立政治大學,03121026,政治學系,碩士班(日間),3,3,0,4.05
106,公立,一般大學,0001,國立政治大學,03121026,政治學系,博士班,3,3,0,10.71
106,公立,一般大學,0001,國立政治大學,03122045,外交學系,學士班(日間),15,5,10,5.32
106,公立,一般大學,0001,國立政治大學,03122045,外交學系,碩士班(日間),10,4,6,14.29
106,公立,一般大學,0001,國立政治大學,03122046,國際研究英語碩士學位學程,碩士班(日間),38,22,16,70.37
106,公立,一般大學,0001,國立政治大學,03131032,心理學系,學士班(日間),4,1,3,1.92
106,公立,一般大學,0001,國立政治大學,03141030,社會學系,學士班(日間),4,1,3,1.95
106,公立,一般大學,0001,國立政治大學,03143028,東亞研究所,碩士班(日間),10,5,5,13.89
106,公立,一般大學,0001,國立政治大學,03143028,東亞研究所,博士班,4,3,1,14.29
106,公立,一般大學,0001,國立政治大學,03143036,日本研究碩士學位學程,碩士班(日間),3,1,2,7.69
106,公立,一般大學,0001,國立政治大學,03143038,俄羅斯研究所,碩士班(日間),2,0,2,5.88
106,公立,一般大學,0001,國立政治大學,03143040,亞太研究英語博士學位學程,博士班,49,34,15,89.09
106,公立,一般大學,0001,國立政治大學,03143040,亞太研究英語碩士學位學程,碩士班(日間),40,22,18,71.43
106,公立,一般大學,0001,國立政治大學,03191047,國家發展研究所,碩士班(日間),4,3,1,5.80
106,公立,一般大學,0001,國立政治大學,03191047,國家發展研究所,博士班,2,1,1,6.45
106,公立,一般大學,0001,國立政治大學,03199048,勞工研究所,碩士班(日間),2,1,1,2.50
106,公立,一般大學,0001,國立政治大學,03211049,傳播學院傳播碩士學位學程,碩士班(日間),6,4,2,2.50
106,公立,一般大學,0001,國立政治大學,03211050,國際傳播英語碩士學位學程,碩士班(日間),25,4,21,51.02
106,公立,一般大學,0001,國立政治大學,03211052,廣播電視學系,學士班(日間),5,2,3,2.92
106,公立,一般大學,0001,國立政治大學,03212051,新聞學系,學士班(日間),7,1,6,5.56
106,公立,一般大學,0001,國立政治大學,03212051,新聞學系,博士班,1,1,0,14.29
106,公立,一般大學,0001,國立政治大學,03299056,傳播學院大一大二不分系,學士班(日間),16,2,14,3.65
106,公立,一般大學,0001,國立政治大學,04111059,會計學系,學士班(日間),1,0,1,0.22
106,公立,一般大學,0001,國立政治大學,04111059,會計學系,碩士班(日間),2,1,1,1.40
106,公立,一般大學,0001,國立政治大學,04121068,金融學系,碩士班(日間),1,1,0,1.10
106,公立,一般大學,0001,國立政治大學,04122070,財政學系,博士班,1,0,1,8.33
106,公立,一般大學,0001,國立政治大學,04123069,風險管理與保險學系,學士班(日間),1,0,1,0.50
106,公立,一般大學,0001,國立政治大學,04131060,企業管理研究所(MBA學位學程),碩士班(日間),5,2,3,1.83
106,公立,一般大學,0001,國立政治大學,04131060,企業管理學系,學士班(日間),47,21,26,10.54
106,公立,一般大學,0001,國立政治大學,04131064,國際經營管理英語碩士學位學程,碩士班(日間),64,37,27,43.24
106,公立,一般大學,0001,國立政治大學,04134041,公共行政學系,碩士班(日間),1,0,1,0.78
106,公立,一般大學,0001,國立政治大學,04134043,地政學系,學士班(日間),2,2,0,0.39
106,公立,一般大學,0001,國立政治大學,04134043,地政學系,碩士班(日間),1,1,0,1.43
106,公立,一般大學,0001,國立政治大學,04141067,國際經營與貿易學系,學士班(日間),4,2,2,1.17
106,公立,一般大學,0001,國立政治大學,04141067,國際經營與貿易學系,碩士班(日間),2,1,1,1.77
106,公立,一般大學,0001,國立政治大學,04143055,廣告學系,學士班(日間),2,0,2,0.89
106,公立,一般大學,0001,國立政治大學,04211073,法律學系,博士班,2,2,0,4.00
106,公立,一般大學,0001,國立政治大學,04212074,法律科際整合研究所,碩士班(日間),2,2,0,1.94
106,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,學士班(日間),4,3,1,1.94
106,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,碩士班(日間),1,0,1,0.92
106,公立,一般大學,0001,國立政治大學,06131082,社群網路與人智計算國際研究生博士學位學程,博士班,8,7,1,72.73
106,公立,一般大學,0001,國立政治大學,06134057,數位內容碩士學位學程,碩士班(日間),1,0,1,1.89
106,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系,學士班(日間),2,0,2,0.58
106,公立,一般大學,0002,國立清華大學,01113095,特殊教育學系,學士班(日間),1,1,0,0.54
106,公立,一般大學,0002,國立清華大學,01121091,幼兒教育學系,學士班(日間),7,1,6,2.05
106,公立,一般大學,0002,國立清華大學,01121091,幼兒教育學系,碩士班(日間),1,0,1,2.86
106,公立,一般大學,0002,國立清華大學,01131085,數理教育研究所,碩士班(日間),2,1,1,3.17
106,公立,一般大學,0002,國立清華大學,02131098,藝術與設計學系,學士班(日間),1,1,0,0.29
106,公立,一般大學,0002,國立清華大學,02151096,音樂學系,碩士班(日間),1,0,1,1.43
106,公立,一般大學,0002,國立清華大學,02221006,歷史研究所,碩士班(日間),2,1,1,4.08
106,公立,一般大學,0002,國立清華大學,02221006,歷史研究所,博士班,1,0,1,4.17
106,公立,一般大學,0002,國立清華大學,02222007,人類學研究所,碩士班(日間),1,0,1,2.56
106,公立,一般大學,0002,國立清華大學,02222007,人類學研究所,博士班,2,1,1,16.67
106,公立,一般大學,0002,國立清華大學,02299009,亞際文化研究國際碩士學位學程(台灣聯合大學系統),碩士班(日間),1,1,0,16.67
106,公立,一般大學,0002,國立清華大學,02299010,人文社會學院學士班,學士班(日間),1,1,0,0.29
106,公立,一般大學,0002,國立清華大學,02311002,外國語文學系,學士班(日間),3,1,2,1.39
106,公立,一般大學,0002,國立清華大學,02311002,外國語文學系,碩士班(日間),4,1,3,6.90
106,公立,一般大學,0002,國立清華大學,02322003,中國文學系,學士班(日間),4,2,2,1.96
106,公立,一般大學,0002,國立清華大學,02322003,中國文學系,碩士班(日間),7,3,4,8.97
106,公立,一般大學,0002,國立清華大學,02322109,中國語文學系,學士班(日間),3,2,1,2.13
106,公立,一般大學,0002,國立清華大學,02322109,中國語文學系,碩士班(日間),1,1,0,1.75
106,公立,一般大學,0002,國立清華大學,02399005,語言學研究所,碩士班(日間),5,3,2,10.87
106,公立,一般大學,0002,國立清華大學,02399005,語言學研究所,博士班,3,2,1,18.75
106,公立,一般大學,0002,國立清華大學,03111011,經濟學系,學士班(日間),10,7,3,2.17
106,公立,一般大學,0002,國立清華大學,03111011,經濟學系,碩士班(日間),2,0,2,3.70
106,公立,一般大學,0002,國立清華大學,03111011,經濟學系,博士班,1,1,0,4.76
106,公立,一般大學,0002,國立清華大學,03131077,教育心理與諮商學系,學士班(日間),4,2,2,2.26
106,公立,一般大學,0002,國立清華大學,03131077,教育心理與諮商學系,碩士班(日間),1,1,0,1.00
106,公立,一般大學,0002,國立清華大學,03141012,社會學研究所,博士班,1,1,0,7.14
106,公立,一般大學,0002,國立清華大學,04131018,國際專業管理碩士班,碩士班(日間),45,27,18,77.59
106,公立,一般大學,0002,國立清華大學,04199022,服務科學研究所,碩士班(日間),1,1,0,1.75
106,公立,一般大學,0002,國立清華大學,04199022,服務科學研究所,博士班,9,6,3,69.23
106,公立,一般大學,0002,國立清華大學,05121026,生物科技研究所,碩士班(日間),3,1,2,5.08
106,公立,一般大學,0002,國立清華大學,05121026,生物科技研究所,博士班,3,1,2,5.77
106,公立,一般大學,0002,國立清華大學,05121028,分子與細胞生物研究所,碩士班(日間),1,0,1,2.50
106,公立,一般大學,0002,國立清華大學,05121028,分子與細胞生物研究所,博士班,7,4,3,24.14
106,公立,一般大學,0002,國立清華大學,05121030,生物資訊與結構生物研究所,碩士班(日間),1,1,0,1.89
106,公立,一般大學,0002,國立清華大學,05121030,生物資訊與結構生物研究所,博士班,12,9,3,18.75
106,公立,一般大學,0002,國立清華大學,05124072,分子醫學研究所,碩士班(日間),2,0,2,5.26
106,公立,一般大學,0002,國立清華大學,05124072,分子醫學研究所,博士班,2,1,1,5.71
106,公立,一般大學,0002,國立清華大學,05211102,環境與文化資源學系,學士班(日間),1,0,1,0.53
106,公立,一般大學,0002,國立清華大學,05311037,化學系,碩士班(日間),4,2,2,2.25
106,公立,一般大學,0002,國立清華大學,05311037,化學系,博士班,73,62,11,51.41
106,公立,一般大學,0002,國立清華大學,05331038,物理學系,學士班(日間),2,2,0,0.69
106,公立,一般大學,0002,國立清華大學,05331038,物理學系,碩士班(日間),1,1,0,0.68
106,公立,一般大學,0002,國立清華大學,05331038,物理學系,博士班,7,5,2,11.48
106,公立,一般大學,0002,國立清華大學,05332039,天文研究所,碩士班(日間),2,1,1,20.00
106,公立,一般大學,0002,國立清華大學,05332039,天文研究所,博士班,1,1,0,7.69
106,公立,一般大學,0002,國立清華大學,05411043,數學系,碩士班(日間),2,2,0,2.99
106,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,學士班(日間),8,7,1,1.38
106,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,碩士班(日間),6,5,1,1.70
106,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,博士班,4,4,0,5.56
106,公立,一般大學,0002,國立清華大學,06134046,資訊系統與應用研究所,碩士班(日間),23,12,11,21.10
106,公立,一般大學,0002,國立清華大學,06134046,資訊系統與應用研究所,博士班,5,4,1,27.78
106,公立,一般大學,0002,國立清華大學,06134048,社群網路與人智計算國際研究生博士學位學程,博士班,12,11,1,100.00
106,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,學士班(日間),4,3,1,1.71
106,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,碩士班(日間),6,4,2,3.92
106,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,博士班,14,11,3,13.33
106,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,學士班(日間),1,0,1,0.25
106,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,碩士班(日間),8,7,1,3.16
106,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,博士班,18,14,4,11.76
106,公立,一般大學,0002,國立清華大學,07131068,核子工程與科學研究所,博士班,1,1,0,3.45
106,公立,一般大學,0002,國立清華大學,07132066,工程與系統科學系,碩士班(日間),3,3,0,1.74
106,公立,一般大學,0002,國立清華大學,07132066,工程與系統科學系,博士班,42,32,10,42.86
106,公立,一般大學,0002,國立清華大學,07141049,電機工程學系,學士班(日間),2,2,0,0.45
106,公立,一般大學,0002,國立清華大學,07141049,電機工程學系,碩士班(日間),1,1,0,0.28
106,公立,一般大學,0002,國立清華大學,07141049,電機工程學系,博士班,7,7,0,8.75
106,公立,一般大學,0002,國立清華大學,07141050,電子工程研究所,博士班,4,3,1,7.84
106,公立,一般大學,0002,國立清華大學,07141052,光電工程研究所,博士班,3,3,0,10.71
106,公立,一般大學,0002,國立清華大學,07141054,通訊工程研究所,碩士班(日間),4,3,1,2.90
106,公立,一般大學,0002,國立清華大學,07141054,通訊工程研究所,博士班,5,4,1,25.00
106,公立,一般大學,0002,國立清華大學,07141055,電機資訊學院學士班,學士班(日間),1,1,0,0.88
106,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,碩士班(日間),1,1,0,0.36
106,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,博士班,7,7,0,7.69
106,公立,一般大學,0002,國立清華大學,07191061,工業工程與工程管理學系,學士班(日間),10,5,5,3.66
106,公立,一般大學,0002,國立清華大學,07191061,工業工程與工程管理學系,碩士班(日間),5,3,2,2.60
106,公立,一般大學,0002,國立清華大學,07191061,工業工程與工程管理學系,博士班,6,3,3,12.00
106,公立,一般大學,0002,國立清華大學,07193063,生醫工程與環境科學系,學士班(日間),2,2,0,1.06
106,公立,一般大學,0002,國立清華大學,07193063,生醫工程與環境科學系,碩士班(日間),1,0,1,0.86
106,公立,一般大學,0002,國立清華大學,07193063,生醫工程與環境科學系,博士班,7,5,2,12.96
106,公立,一般大學,0002,國立清華大學,07194059,奈米工程與微系統研究所,碩士班(日間),6,3,3,10.53
106,公立,一般大學,0002,國立清華大學,07194059,奈米工程與微系統研究所,博士班,17,10,7,37.78
106,公立,一般大學,0002,國立清華大學,07199071,工學院學士班,學士班(日間),1,0,1,0.79
106,公立,一般大學,0002,國立清華大學,99999074,跨院國際博士班學位學程,博士班,8,7,1,25.81
106,公立,一般大學,0003,國立臺灣大學,01131001,華語教學碩士學位學程,碩士班(日間),13,5,8,22.81
106,公立,一般大學,0003,國立臺灣大學,02151002,音樂學研究所,碩士班(日間),2,1,1,5.71
106,公立,一般大學,0003,國立臺灣大學,02151002,音樂學研究所,博士班,1,0,1,14.29
106,公立,一般大學,0003,國立臺灣大學,02191004,藝術史研究所,碩士班(日間),1,0,1,2.94
106,公立,一般大學,0003,國立臺灣大學,02191004,藝術史研究所,博士班,1,0,1,14.29
106,公立,一般大學,0003,國立臺灣大學,02221012,歷史學系,學士班(日間),3,2,1,1.14
106,公立,一般大學,0003,國立臺灣大學,02221012,歷史學系,碩士班(日間),5,3,2,6.17
106,公立,一般大學,0003,國立臺灣大學,02221012,歷史學系,博士班,5,4,1,10.20
106,公立,一般大學,0003,國立臺灣大學,02222013,人類學系,學士班(日間),8,3,5,5.06
106,公立,一般大學,0003,國立臺灣大學,02222013,人類學系,碩士班(日間),4,3,1,9.52
106,公立,一般大學,0003,國立臺灣大學,02222013,人類學系,博士班,4,4,0,28.57
106,公立,一般大學,0003,國立臺灣大學,02231014,哲學系,學士班(日間),4,3,1,2.15
106,公立,一般大學,0003,國立臺灣大學,02231014,哲學系,碩士班(日間),4,4,0,9.09
106,公立,一般大學,0003,國立臺灣大學,02231014,哲學系,博士班,1,0,1,3.13
106,公立,一般大學,0003,國立臺灣大學,02311007,外國語文學系,學士班(日間),21,1,20,3.86
106,公立,一般大學,0003,國立臺灣大學,02311009,日本語文學系,碩士班(日間),2,1,1,4.88
106,公立,一般大學,0003,國立臺灣大學,02312010,翻譯碩士學位學程,碩士班(日間),4,4,0,9.30
106,公立,一般大學,0003,國立臺灣大學,02321005,臺灣文學研究所,碩士班(日間),1,1,0,2.63
106,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系,學士班(日間),66,21,45,19.64
106,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系,碩士班(日間),21,4,17,25.30
106,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系,博士班,7,3,4,13.46
106,公立,一般大學,0003,國立臺灣大學,02399011,語言學研究所,碩士班(日間),3,2,1,8.33
106,公立,一般大學,0003,國立臺灣大學,02399011,語言學研究所,博士班,3,2,1,21.43
106,公立,一般大學,0003,國立臺灣大學,03111015,經濟學系,學士班(日間),9,3,6,1.53
106,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,學士班(日間),23,12,11,3.06
106,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,碩士班(日間),6,5,1,4.17
106,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,博士班,6,6,0,13.33
106,公立,一般大學,0003,國立臺灣大學,03131019,心理學系,學士班(日間),7,1,6,2.41
106,公立,一般大學,0003,國立臺灣大學,03131019,心理學系,碩士班(日間),2,1,1,1.63
106,公立,一般大學,0003,國立臺灣大學,03141018,社會學系,學士班(日間),6,4,2,2.94
106,公立,一般大學,0003,國立臺灣大學,03141018,社會學系,碩士班(日間),2,1,1,4.00
106,公立,一般大學,0003,國立臺灣大學,03142021,地理環境資源學系,學士班(日間),6,4,2,3.66
106,公立,一般大學,0003,國立臺灣大學,03142021,地理環境資源學系,碩士班(日間),1,1,0,1.56
106,公立,一般大學,0003,國立臺灣大學,03191023,國家發展研究所,碩士班(日間),14,5,9,6.06
106,公立,一般大學,0003,國立臺灣大學,03191023,國家發展研究所,博士班,11,8,3,16.42
106,公立,一般大學,0003,國立臺灣大學,03212024,新聞研究所,碩士班(日間),3,0,3,3.19
106,公立,一般大學,0003,國立臺灣大學,04111027,會計學系,學士班(日間),11,4,7,2.14
106,公立,一般大學,0003,國立臺灣大學,04121032,財務金融學系,學士班(日間),18,8,10,3.32
106,公立,一般大學,0003,國立臺灣大學,04121032,財務金融學系,碩士班(日間),5,2,3,3.14
106,公立,一般大學,0003,國立臺灣大學,04131026,商學研究所,碩士班(日間),5,4,1,3.65
106,公立,一般大學,0003,國立臺灣大學,04131026,商學研究所,博士班,1,1,0,2.78
106,公立,一般大學,0003,國立臺灣大學,04131028,管理學院企業管理碩士專班,碩士班(日間),58,33,25,42.34
106,公立,一般大學,0003,國立臺灣大學,04131029,工商管理學系,學士班(日間),9,1,8,2.21
106,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,碩士班(日間),9,4,5,5.96
106,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,博士班,1,0,1,1.82
106,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,學士班(日間),11,5,6,1.38
106,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,碩士班(日間),13,7,6,2.63
106,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,博士班,4,2,2,7.69
106,公立,一般大學,0003,國立臺灣大學,05111038,生命科學系,學士班(日間),7,5,2,3.76
106,公立,一般大學,0003,國立臺灣大學,05111038,生命科學系,碩士班(日間),2,1,1,3.17
106,公立,一般大學,0003,國立臺灣大學,05111040,植物科學研究所,碩士班(日間),2,1,1,3.03
106,公立,一般大學,0003,國立臺灣大學,05111040,植物科學研究所,博士班,1,1,0,3.85
106,公立,一般大學,0003,國立臺灣大學,05111041,昆蟲學系,碩士班(日間),2,1,1,7.41
106,公立,一般大學,0003,國立臺灣大學,05121044,生物科技研究所,碩士班(日間),2,1,1,8.00
106,公立,一般大學,0003,國立臺灣大學,05121044,生物科技研究所,博士班,4,3,1,12.12
106,公立,一般大學,0003,國立臺灣大學,05121045,生化科學研究所,碩士班(日間),3,2,1,5.36
106,公立,一般大學,0003,國立臺灣大學,05121045,生化科學研究所,博士班,8,6,2,15.38
106,公立,一般大學,0003,國立臺灣大學,05121047,基因體與系統生物學學位學程,碩士班(日間),2,1,1,25.00
106,公立,一般大學,0003,國立臺灣大學,05121151,生化科技學系,學士班(日間),5,3,2,2.81
106,公立,一般大學,0003,國立臺灣大學,05124155,生物資訊學國際研究生博士學位學程,博士班,1,1,0,100.00
106,公立,一般大學,0003,國立臺灣大學,05212043,生態學與演化生物學研究所,碩士班(日間),2,1,1,3.28
106,公立,一般大學,0003,國立臺灣大學,05212043,生態學與演化生物學研究所,博士班,2,2,0,9.09
106,公立,一般大學,0003,國立臺灣大學,05311051,化學系,學士班(日間),2,0,2,0.69
106,公立,一般大學,0003,國立臺灣大學,05311051,化學系,博士班,18,11,7,13.33
106,公立,一般大學,0003,國立臺灣大學,05321052,地質科學系,學士班(日間),2,1,1,1.20
106,公立,一般大學,0003,國立臺灣大學,05321052,地質科學系,碩士班(日間),3,3,0,3.66
106,公立,一般大學,0003,國立臺灣大學,05321052,地質科學系,博士班,5,4,1,10.64
106,公立,一般大學,0003,國立臺灣大學,05321053,氣候變遷與永續發展國際碩士學位學程,碩士班(日間),1,0,1,5.00
106,公立,一般大學,0003,國立臺灣大學,05322056,大氣科學系,博士班,1,1,0,4.55
106,公立,一般大學,0003,國立臺灣大學,05323057,海洋研究所,碩士班(日間),1,1,0,1.25
106,公立,一般大學,0003,國立臺灣大學,05323057,海洋研究所,博士班,3,2,1,15.79
106,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,學士班(日間),1,1,0,0.36
106,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,碩士班(日間),2,2,0,1.09
106,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,博士班,16,13,3,15.69
106,公立,一般大學,0003,國立臺灣大學,05332058,天文物理研究所,碩士班(日間),1,1,0,7.14
106,公立,一般大學,0003,國立臺灣大學,05411059,數學系,學士班(日間),5,3,2,2.25
106,公立,一般大學,0003,國立臺灣大學,05411059,數學系,博士班,1,1,0,5.26
106,公立,一般大學,0003,國立臺灣大學,05499061,應用數學科學研究所,碩士班(日間),1,1,0,3.33
106,公立,一般大學,0003,國立臺灣大學,06131062,資訊管理學系,學士班(日間),3,2,1,1.44
106,公立,一般大學,0003,國立臺灣大學,06131063,資訊網路與多媒體研究所,博士班,2,2,0,5.00
106,公立,一般大學,0003,國立臺灣大學,06131067,資訊工程學系,學士班(日間),16,9,7,3.04
106,公立,一般大學,0003,國立臺灣大學,06131067,資訊工程學系,碩士班(日間),9,8,1,2.71
106,公立,一般大學,0003,國立臺灣大學,06131067,資訊工程學系,博士班,4,4,0,3.60
106,公立,一般大學,0003,國立臺灣大學,07111076,化學工程學系,學士班(日間),14,9,5,2.96
106,公立,一般大學,0003,國立臺灣大學,07111076,化學工程學系,碩士班(日間),6,4,2,2.96
106,公立,一般大學,0003,國立臺灣大學,07111076,化學工程學系,博士班,9,9,0,14.52
106,公立,一般大學,0003,國立臺灣大學,07112078,材料科學與工程學系,碩士班(日間),1,1,0,0.70
106,公立,一般大學,0003,國立臺灣大學,07121080,環境工程學研究所,碩士班(日間),1,0,1,1.00
106,公立,一般大學,0003,國立臺灣大學,07121080,環境工程學研究所,博士班,4,2,2,6.56
106,公立,一般大學,0003,國立臺灣大學,07141064,電機工程學系,學士班(日間),6,5,1,0.75
106,公立,一般大學,0003,國立臺灣大學,07141064,電機工程學系,碩士班(日間),4,4,0,1.88
106,公立,一般大學,0003,國立臺灣大學,07141064,電機工程學系,博士班,5,4,1,6.17
106,公立,一般大學,0003,國立臺灣大學,07141065,電子工程學研究所,碩士班(日間),3,3,0,0.80
106,公立,一般大學,0003,國立臺灣大學,07141066,光電工程學研究所,碩士班(日間),2,2,0,0.87
106,公立,一般大學,0003,國立臺灣大學,07141066,光電工程學研究所,博士班,2,2,0,3.03
106,公立,一般大學,0003,國立臺灣大學,07141068,電信工程學研究所,碩士班(日間),3,3,0,1.09
106,公立,一般大學,0003,國立臺灣大學,07141068,電信工程學研究所,博士班,3,3,0,3.75
106,公立,一般大學,0003,國立臺灣大學,07151069,機械工程學系,學士班(日間),28,23,5,4.31
106,公立,一般大學,0003,國立臺灣大學,07151069,機械工程學系,碩士班(日間),4,3,1,0.97
106,公立,一般大學,0003,國立臺灣大學,07151069,機械工程學系,博士班,4,3,1,3.36
106,公立,一般大學,0003,國立臺灣大學,07151072,生物產業機電工程學系,學士班(日間),2,1,1,1.10
106,公立,一般大學,0003,國立臺灣大學,07151072,生物產業機電工程學系,碩士班(日間),2,1,1,1.89
106,公立,一般大學,0003,國立臺灣大學,07151072,生物產業機電工程學系,博士班,3,2,1,12.50
106,公立,一般大學,0003,國立臺灣大學,07151082,工程科學及海洋工程學系,學士班(日間),4,3,1,2.11
106,公立,一般大學,0003,國立臺灣大學,07151082,工程科學及海洋工程學系,博士班,3,2,1,7.14
106,公立,一般大學,0003,國立臺灣大學,07191079,工業工程學研究所,碩士班(日間),3,3,0,4.17
106,公立,一般大學,0003,國立臺灣大學,07191079,工業工程學研究所,博士班,4,4,0,14.29
106,公立,一般大學,0003,國立臺灣大學,07193081,生醫電子與資訊學研究所,碩士班(日間),1,1,0,0.95
106,公立,一般大學,0003,國立臺灣大學,07194071,應用力學研究所,碩士班(日間),2,1,1,1.13
106,公立,一般大學,0003,國立臺灣大學,07194071,應用力學研究所,博士班,2,1,1,5.88
106,公立,一般大學,0003,國立臺灣大學,07194083,醫學工程學研究所,碩士班(日間),3,1,2,2.42
106,公立,一般大學,0003,國立臺灣大學,07194083,醫學工程學研究所,博士班,3,2,1,2.73
106,公立,一般大學,0003,國立臺灣大學,07211099,食品科技研究所,碩士班(日間),2,1,1,2.11
106,公立,一般大學,0003,國立臺灣大學,07313086,建築與城鄉研究所,碩士班(日間),2,0,2,1.87
106,公立,一般大學,0003,國立臺灣大學,07313086,建築與城鄉研究所,博士班,2,1,1,5.56
106,公立,一般大學,0003,國立臺灣大學,07321074,土木工程學系,學士班(日間),19,16,3,3.99
106,公立,一般大學,0003,國立臺灣大學,07321074,土木工程學系,碩士班(日間),17,16,1,4.74
106,公立,一般大學,0003,國立臺灣大學,07321074,土木工程學系,博士班,10,7,3,7.63
